Facility Permit #,Establishment Name,Facility Name,Facility Street No.,Facility Street Name,Facility Unit No,Facility City,Facility State,Facility Zip,Business Status,Facility Type,Permit Type,Web Site,Operational Status,Location 1
75130,CCS/ Weld #3,CCS/ Weld #3,741 Pratt,,,Bonner Springs,KANSAS,66012,Closed,Mobile Unit/Pushcart,,,Operational,"741 Pratt Bonner Springs
MO 66012
(39.06165933400047, -94.8995751549997)"
101741,KC Nutrition Club,KC Nutrition Club,10030 N. Ambassador Drive,,,Kansas City,MISSOURI,64153,Open,Restaurant/Deli 0-5 Employees,,,Operational,"10030 Ambassador Drive
Kansas City, MO 64153
(39.27587078200048, -94.66903306899968)"
101743,Balsano's Gelato Cafe,Balsano's Gelato Cafe,428,Ward Parkway,,Kansas City,MISSOURI,64112,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"428 Ward Parkway
Kansas City, MO 64112
(39.04047279700046, -94.59210905799966)"
101725,Dean's Food Mart,Dean's Food Mart,3901 Troost,,,Kansas City,MISSOURI,64110,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"3901 Troost
Kansas City, MO 64110
(39.05592730400048, -94.5720859119997)"
101753,You Say Tomato (Market),You Say Tomato (Market),2801,Holmes,,Kansas City,MISSOURI,64109,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"2801 Holmes
Kansas City, MO 64109
(39.07531845700049, -94.57630477799967)"
101758,El Patron Cocina and Bar,El Patron Cocina and Bar,2905,Southwest Blvd.,,Kansas City,MISSOURI,64108,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"2905 Southwest Blvd
Kansas City, MO 64108
(39.07538715400045, -94.60318258499967)"
101752,You Say Tomato (Deli),You Say Tomato (Deli),2801,Holmes,,Kansas City,MISSOURI,64109,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,http://ystkc.com,Operational,"2801 Holmes
Kansas City, MO 64109
(39.07531845700049, -94.57630477799967)"
101755,"Family Dollar Stores, Inc","Family Dollar Stores, Inc",3017 Prospect Ave.,,,Kansas City,MISSOURI,64128,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"3017 Prospect Ave
Kansas City, MO 64128
(39.07133688400046, -94.55270687599966)"
101754,Family Dollar Store #7157,Family Dollar Store #7157,3124 Stadium Dr,,,Kansas City,MISSOURI,64128,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"3124 Stadium Dr
Kansas City, MO 64128
(39.06794077100045, -94.51960472399969)"
101867,Mi Rancho,Mi Rancho,802 SW Blvd,,,Kansas City,MISSOURI,64108,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"802 SW Blvd
Kansas City, MO 64108
(39.084675294000476, -94.5939347159997)"
101775,Mavi Casual Italian,Mavi Casual Italian,8678 N. Flintlock,,,Kansas City,MISSOURI,64157,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"8678 Flintlock
Kansas City, MO 64157
(39.27803223900048, -94.47222615699968)"
101777,Green Acres (market),Green Acres (market),4175,N Mulberry Dr,,Kansas City,MISSOURI,64116,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"4175 Mulberry Dr
Kansas City, MO 64116
(39.17000929000045, -94.59922777599968)"
101868,Green Acres (deli),Green Acres (deli),4175,N Mulberry Dr,,Kansas City,MISSOURI,64116,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"4175 Mulberry Dr
Kansas City, MO 64116
(39.17000929000045, -94.59922777599968)"
101782,Aldi Food Store #32,Aldi Food Store #32,8251 N Oxford Ave,,,Kansas City,MISSOURI,64157,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"8251 Oxford Ave
Kansas City, MO 64157
(38.93289380400046, -94.47529608099967)"
101781,Fleming Corp. Conv./Restaurant,Fleming Corp. Conv./Restaurant,12325 State Line Rd,,,Kansas City,MISSOURI,64145,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"12325 State Line Rd
Kansas City, MO 64145
(38.90516420200049, -94.60797225199968)"
101866,Rocky Mountain Chocolate Factory,Rocky Mountain Chocolate Factory,6207 NW 63rd St,,,Kansas City,MISSOURI,64151,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"6207 63rd St
Kansas City, MO 64151
(39.208620417000475, -94.62292626399966)"
101908,Fly By Bar (KCI Terminal B),Fly By Bar (KCI Terminal B),KCI,Terminal B Gate 37,,Kansas City,MISSOURI,64153,Closed,Bar/Tavern 0-5 Employees,Bar/Tavern,,Operational,"37 Kansas
City, MO 64153
(39.2630028640005, -94.6872691699997)"
101807,Caribou Coffee Store #1244,Caribou Coffee Store #1244,6370 N Lucerne Ave,,,Kansas City,MISSOURI,64151,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"6370 Lucerne Ave
Kansas City, MO 64151
(39.20991476000046, -94.65273117399965)"
101897,King Express,King Express,8729 Blue Ridge Blvd,,,Kansas City,MISSOURI,64138,Closed,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"8729 Blue Ridge Blvd
Kansas City, MO 64138
(38.965649536000456, -94.49975359999968)"
101896,World Class Bar-B-Que,World Class Bar-B-Que,5900 Prospect,,,Kansas City,MISSOURI,64130,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"5900 Prospect
Kansas City, MO 64130
(39.01922885400046, -94.55579699899965)"
101899,Top of The Wornall,Top of The Wornall,8950 Wornall Road,,,Kansas City,MISSOURI,64114,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"8950 Wornall Road
Kansas City, MO 64114
(38.96569095300049, -94.59551614199967)"
101901,"Hickory Farms, Inc. #10286","Hickory Farms, Inc. #10286",7111 NW 86th Street,,,Kansas City,MISSOURI,64153,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"7111 86th Street
Kansas City, MO 64153
(39.25032673900046, -94.66168807099967)"
103841,Doc Holliday's Bar & Grill,Doc Holliday's Bar & Grill,14816 E 40 Highway,,,Kansas City,MISSOURI,64136,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"14816 40 Highway
Kansas City, MO 64136
(39.02665194500048, -94.39905626399968)"
101906,Latteland Espresso,Latteland Espresso,4115,N Mulberry Dr,,Kansas City,MISSOURI,64116,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,http://www.lattelandkc.com,Operational,"4115 Mulberry Dr
Kansas City, MO 64116
(39.16876718700047, -94.59818082299967)"
101905,Dairy Queen,Dairy Queen,14420 E 40 Highway,,,Kansas City,MISSOURI,64136,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"14420 40 Highway
Kansas City, MO 64136
(39.02665194500048, -94.39905626399968)"
101914,Joshua's Bar,Joshua's Bar,5701 Longview Rd.,,,Kansas City,MISSOURI,64137,Closed,Bar/Tavern 0-5 Employees,,,Operational,"5701 Longview Rd
Kansas City, MO 64137
(38.91624277800048, -94.52484218299969)"
101773,Elite Cuisine @ Burns & McDonnell,Elite Cuisine @ Burns & McDonnell,9400 Ward Pkwy,,,Kansas City,MISSOURI,64114,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"9400 Ward Pkwy
Kansas City, MO 64114
(38.95905765700047, -94.59790252299968)"
101739,Pak Ling Express,Pak Ling Express,2450 Grand Blvd,,,Kansas City,MISSOURI,64108,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"2450 Grand Blvd
Kansas City, MO 64108
(39.08256467600046, -94.58183597099969)"
101737,Scooter's Coffeehouse,Scooter's Coffeehouse,446 W 47th St,,,Kansas City,MISSOURI,64112,Closed,,,,Operational,"446 47th St
Kansas City, MO 64112
(39.042387326000494, -94.59277110299968)"
101744,McDonald's Restaurant,McDonald's Restaurant,11001 Hickman Mill's Dr,,,Kansas City,MISSOURI,64134,Closed,,,,Operational,"11001 Hickman Mill's Dr
Kansas City, MO 64134
(38.924924501000476, -94.52436012899966)"
101765,The Nelson-Atkins Museum,The Nelson-Atkins Museum,4525 Oak St,,,Kansas City,MISSOURI,64111,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"4525 Oak St
Kansas City, MO 64111
(39.04513159600049, -94.58206059599968)"
101750,Lee's Summit Elem. School #17,Lee's Summit Elem. School #17,13100 E 147th St,,,kansas City,MISSOURI,,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"13100 147th St
kansas City, MO
(38.86018360200046, -94.57421808999965)"
101749,Mid 27 Convenience Store,Mid 27 Convenience Store,901 E 27th St,,,Kansas City,MISSOURI,64108,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"901 27th St
Kansas City, MO 64108
(39.077783214000476, -94.57324189499968)"
101745,Jason's Deli,Jason's Deli,1100,Main St,101,Kansas City,MISSOURI,64105,Open,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"1100 Main St
City, MO 64105
(39.10008209300048, -94.58319567399968)"
101826,Social Suppers,Social Suppers,8560 N Green Hills Rd,,,Kansas City,MISSOURI,64154,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"8560 Green Hills Rd
Kansas City, MO 64154
(39.249077266000484, -94.63111109799968)"
101762,Big T's Bar-B-Que,Big T's Bar-B-Que,6201,Blue Parkway,,Kansas City,MISSOURI,64129,Open,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"6201 Blue Parkway
Kansas City, MO 64129
(39.03274604100045, -94.51367675499966)"
101808,C. Withers Tasty Catering,C. Withers Tasty Catering,5600 E. Bannister Rd,,,Kansas City,MISSOURI,64137,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"5600 Bannister Rd
Kansas City, MO 64137
(38.95294125400045, -94.52187861399966)"
101820,CheeseHead,CheeseHead,1616 Grand Ave,,,Kansas City,MISSOURI,64108,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"1616 Grand Ave
Kansas City, MO 64108
(39.09377274300044, -94.58126627099966)"
101842,El Meson de Madrid,El Meson de Madrid,520 Southwest Blvd,,,Kansas City,MISSOURI,64108,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"520 Southwest Blvd
Kansas City, MO 64108
(39.08648507100048, -94.59108620999967)"
101844,Hope Faith Ministries,Hope Faith Ministries,1520,Charlotte,,Kansas City,MISSOURI,64108,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"1520 Charlotte
Kansas City, MO 64108
(39.09490148500049, -94.57422613999967)"
101819,Scooter's Coffeehouse,Scooter's Coffeehouse,446 W. 47th Street,,,Kansas City,MISSOURI,64112,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"446 47th Street
Kansas City, MO 64112
(39.042387326000494, -94.59277110299968)"
101822,Save-A-Lot,Save-A-Lot,3410,Troost,,Kansas City,MISSOURI,64109,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"3410 Troost
Kansas City, MO 64109
(39.06450243000046, -94.5716962409997)"
101841,Starker's Restaurant,Starker's Restaurant,201,W 47th St.,,Kansas City,MISSOURI,64112,Closed,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"201 47th St
Kansas City, MO 64112
(39.04223316100047, -94.58992193499967)"
101809,Planet Sub,Planet Sub,1100 Rockhurst Road,,,Kansas City,MISSOURI,64110,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"1100 Rockhurst Road
Kansas City, MO 64110
(39.03275788500048, -94.57297421899966)"
101770,Jo To Go Coffee,Jo To Go Coffee,7121 NW Barry Rd,,Cow Skin Coffee,Kansas City,MISSOURI,64153,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"7121 Barry Rd
Cow Skin CoffeeKansas City, MO 64153
(39.2468328060005, -94.66247057499965)"
,Gambia- Paul Ceesay,Gambia- Paul Ceesay,9310 Myrtle Ave #197,,,Kansas City,MISSOURI,64132,Closed,1 Day Temporary Food Service 14 Days Prior,,,Operational,"9310 Myrtle Ave
Kansas City, MO 64132
(38.957262132000494, -94.54236454399967)"
,Pamper'd Plate Catering,Pamper'd Plate Catering,5328 Birch ,,,Shawnee Mission,KANSAS,66205,Closed,1 Day Temporary Food Service 14 Days Prior,,,Operational,"5328 Birch Shawnee Mission
MO 66205
(39.032170417000486, -94.64796629499966)"
101817,Sharks Fish and Chicken,Sharks Fish and Chicken,3029 Prospect Ave,,,Kansas City,MISSOURI,64128,Open,Restaurant/Deli 0-5 Employees,,,Operational,"3029 Prospect Ave
Kansas City, MO 64128
(39.07113765300045, -94.55272002599969)"
101816,Fresh Attractions ,Fresh Attractions ,62 NW Beirut Circle/Terminal C,,Gate 62,Kansas City,MISSOURI,64153,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"62 Beirut Circle
City, MO 64153
(39.293730610000466, -94.71215394999967)"
4672,St. Monica School,St. Monica School,5809 Michigan,,,Kansas City,MISSOURI,64130,Closed,School - Private 0-5 Employees,,,Operational,"5809 Michigan
Kansas City, MO 64130
(39.0211681830005, -94.5636341929997)"
65168,El Pollo,El Pollo,114 N Lawn Ave,,,Kansas City,MISSOURI,64123,Closed,Mobile Unit/Pushcart,,,Operational,"114 Lawn Ave
Kansas City, MO 64123
(39.11214293500046, -94.5268959499997)"
65144,Penn Valley Community College,Penn Valley Community College,3201 Sw Trafficway,,,Kansas City,MISSOURI,64111,Closed,Mobile Unit/Pushcart,,,Operational,"3201 Sw Trafficway
Kansas City, MO 64111
(39.055502782000474, -94.59306944999969)"
75164,Angies Italian Ice,Angies Italian Ice,11921,W 69th Terr,,Shawnee,KANSAS,66216,Closed,Mobile Unit/Pushcart,,,Operational,"11921 69th Terr
Shawnee, MO 66216
(39.011383595000495, -94.73866623899966)"
101780,Georgie Porgie's,Georgie Porgie's,7044 Troost Ave,,,Kansas City,MISSOURI,64131,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"7044 Troost Ave
Kansas City, MO 64131
(38.99950325800046, -94.57530694499968)"
101848,Happy Soup Eater,Happy Soup Eater,815 W 17th St,,,Kansas City,MISSOURI,64108,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"815 17th St
Kansas City, MO 64108
(39.093033672000445, -94.59403065199967)"
101845,Eurest Dining Services - Sprint,Eurest Dining Services - Sprint,1414,Genessee,,Kansas City,MISSOURI,64102,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"1414 Genessee
Kansas City, MO 64102
(39.09705237300045, -94.60484549599965)"
101846,Sodexo @ State Street Bank - Coffee Stand,Sodexo @ State Street Bank - Coffee Stand,801,Pennsylvania Ave,,Kansas City,MISSOURI,64105,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"801 Pennsylvania Ave
Kansas City, MO 64105
(39.10395985000048, -94.59091565499966)"
101847,Exquisite Cuisine,Exquisite Cuisine,1027 E 34th st,,,Kansas City,MISSOURI,64109,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"1027 34th st
Kansas City, MO 64109
(39.06496135900045, -94.57246082499967)"
101851,Treat America @ H&R Block,Treat America @ H&R Block,1 H&R Block Way,H&R Block Way,,Kansas City,MISSOURI,64105,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"1 H R Block Way H&amp;R Block Way
Kansas City, MO 64105
(39.10362371800045, -94.58633903699968)"
101850,Mac's Wraps,Mac's Wraps,2450,Grand,127,Kansas City,MISSOURI,64108,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"2450 Grand
City, MO 64108
(39.08256467600046, -94.58183597099969)"
101827,Dimaggio's Deli & Catering,Dimaggio's Deli & Catering,921 Lydia,,,KC,MISSOURI,64106,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"921 Lydia
KC, MO 64106
(39.1022495630005, -94.56506473199966)"
101824,Broadway Shell Deli,Broadway Shell Deli,3786 Broadway,,,Kansas City,MISSOURI,64111,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"3786 Broadway
Kansas City, MO 64111
(39.05811254000048, -94.59068587999968)"
101835,Four Points By Sheraton Hotel/Bar,Four Points By Sheraton Hotel/Bar,11832 NW Plaza Circle,,,Kansas City ,MISSOURI,64153,Closed,Bar/Tavern 0-5 Employees,,,Operational,"11832 Plaza Circle
Kansas City, MO 64153
(39.30900720200049, -94.68336000599965)"
101774,Starbucks Coffee Company,Starbucks Coffee Company,4101 Main Street,,,Kansas City,MISSOURI,64111,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"4101 Main Street
Kansas City, MO 64111
(39.05150827200049, -94.58635567799968)"
101823,Broadway Shell Market,Broadway Shell Market,3786 Broadway,,,Kansas City,MISSOURI,64111,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"3786 Broadway
Kansas City, MO 64111
(39.05811254000048, -94.59068587999968)"
101843,New Peking Chinese Restaurant,New Peking Chinese Restaurant,540 Westport Road,,,Kansas City,MISSOURI,64111,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"540 Westport Road
Kansas City, MO 64111
(39.05231576400047, -94.59264826599969)"
101834,Four Points By Sheraton/Boulevard Grill,Four Points By Sheraton/Boulevard Grill,11832 NW Plaza Circle,,,Kansas City,MISSOURI,64153,Closed,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"11832 Plaza Circle
Kansas City, MO 64153
(39.30900720200049, -94.68336000599965)"
101856,Quik Trip #159 (deli),Quik Trip #159 (deli),10150 NE Cookingham Rd.,,,Kansas City,MISSOURI,64157,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"10150 Cookingham Rd
Kansas City, MO 64157
(39.27803223900048, -94.47222615699968)"
101852,Express Fuel & Lube,Express Fuel & Lube,7444 Holmes,,,Kansas City,MISSOURI,64131,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"7444 Holmes
Kansas City, MO 64131
(38.9920224870005, -94.58030571499967)"
101859,Wal-Mart Supercenter #1484 Bakery,Wal-Mart Supercenter #1484 Bakery,9051 Hillcrest Road,,,Kansas City,MISSOURI,64138,Closed,Retail Bakery Under 3000 sq. ft.,,,Operational,"9051 Hillcrest Road
Kansas City, MO 64138
(38.96103299800046, -94.5196826239997)"
101810,The Pastry Goddess,The Pastry Goddess,4173 N. Mulberry Dr.,,,Kansas City,MISSOURI,64116,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"4173 Mulberry Dr
Kansas City, MO 64116
(39.16997527400048, -94.59924478399967)"
101861,Treat America at H&R Block,Treat America at H&R Block,4400 Blue Parkway,,,Kansas City,MISSOURI,64130,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"4400 Blue Parkway
Kansas City, MO 64130
(39.03483770800045, -94.53348955799964)"
101860,Sweets-N-Treats,Sweets-N-Treats,11308 Blue Ridge Blvd,,,Kansas City,MISSOURI,64134,Closed,Retail Bakery Under 3000 sq. ft.,,,Operational,"11308 Blue Ridge Blvd
Kansas City, MO 64134
(38.9186044920005, -94.51059136799967)"
101862,Howard Johnson Plaza,Howard Johnson Plaza,7301 NW Tiffany Springs Road,,,Kansas City,MISSOURI,64153,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"7301 Tiffany Springs Road
Kansas City, MO 64153
(39.2630028640005, -94.6872691699997)"
101815,Deportes Leon,Deportes Leon,6100,St John Ave,,Kansas City,MISSOURI,64123,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"6100 St John Ave
Kansas City, MO 64123
(39.11219860200049, -94.51044923899968)"
101829,The Drop,The Drop,409 E 31St ,,,Kansas City,MISSOURI,64108,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"409 31St
Kansas City, MO 64108
(39.08507054400047, -94.58157691099967)"
75167,Smokin Joe's BBQ (Mobile),Smokin Joe's BBQ (Mobile),101 SW Blvd,,,Kansas City,MISSOURI,64108,Closed,Mobile Unit/Pushcart,,,Operational,"101 SW Blvd
Kansas City, MO 64108
(39.09027518200048, -94.58502558599969)"
101854,Fiorella's Jack Stack,Fiorella's Jack Stack,4747 Wyandotte,,,Kansas City,MISSOURI,64112,Open,Restaurant/Deli 81-90 Employees,Restaurant/Deli,,Operational,"4747 Wyandotte
Kansas City, MO 64112
(39.04134001600045, -94.58892143299965)"
10157,UMKC Einstein Bros. Bagel,UMKC Einstein Bros. Bagel,5100 Rockhill Road,,,Kansas City,MISSOURI,64110,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"5100 Rockhill Road
Kansas City, MO 64110
(39.034414841000455, -94.57572674699969)"
101863,Ichiban Japanese Steakhouse and Sushi Bar,Ichiban Japanese Steakhouse and Sushi Bar,556 Westport Road,,,Kansas City,MISSOURI,64111,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"556 Westport Road
Kansas City, MO 64111
(39.05213407600047, -94.59304023899966)"
101840,Skybox,Skybox,105 E. 5th Street,,,Kansas City,MISSOURI,64106,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"105 5th Street
Kansas City, MO 64106
(39.10856387400048, -94.58146739499966)"
101849,Pho KC Restaurant,Pho KC Restaurant,315 Cherry St.,,,Kansas City,MISSOURI,64106,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"315 Cherry St
Kansas City, MO 64106
(39.11056174900045, -94.5771184679997)"
101898,The Riot Room,The Riot Room,4048,Broadway,,Kansas City,MISSOURI,64111,Closed,Bar/Tavern 0-5 Employees,,,Operational,"4048 Broadway
Kansas City, MO 64111
(39.05384917100048, -94.59090160199969)"
101900,Cost Plus World Market,Cost Plus World Market,535 Westport Road,,,Kansas City,MISSOURI,64111,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"535 Westport Road
Kansas City, MO 64111
(39.052125350000495, -94.59292915099968)"
101855,Corb & Lenny's Grill,Corb & Lenny's Grill,7801 N. Oak Trafficway,,,Kansas City,MISSOURI,64118,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"7801 Oak Trafficway
Kansas City, MO 64118
(39.214273628000456, -94.57336919499966)"
111,New Idea,New Idea,2400,Troost Ave.,,Kansas City,MISSOURI,64108,Closed,Other,,,Operational,"2400 Troost Ave
Kansas City, MO 64108
(39.083092922000446, -94.57071554999965)"
101969,AFVS @ Kauffman Foundation (Main Kitchen),AFVS @ Kauffman Foundation (Main Kitchen),4801,Rockhill Rd,,Kansas City,MISSOURI,64110,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"4801 Rockhill Rd
Kansas City, MO 64110
(39.03968668000044, -94.57847580099968)"
101788,Cellar Rat Wine Merchants,Cellar Rat Wine Merchants,1701,Baltimore,,Kansas City,MISSOURI,64108,Closed,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"1701 Baltimore
Kansas City, MO 64108
(39.09264232200047, -94.58463844199969)"
101967,Buddies Lounge,Buddies Lounge,3715,Main,,Kansas City,MISSOURI,64111,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"3715 Main
Kansas City, MO 64111
(39.05975886900046, -94.58587480799969)"
101957,Chubby's on Broadway,Chubby's on Broadway,3756,Broadway,,Kansas City,MISSOURI,64111,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"3756 Broadway
Kansas City, MO 64111
(39.059071911000444, -94.59063613399968)"
101785,Snack Pack,Snack Pack,4455,Prospect,,Kansas City,MISSOURI,64130,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"4455 Prospect
Kansas City, MO 64130
(39.044808068000464, -94.55411486599968)"
101790,Snack Pack,Snack Pack,4455,Prospect,,Kansas City,MISSOURI,64130,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"4455 Prospect
Kansas City, MO 64130
(39.044808068000464, -94.55411486599968)"
101970,Brookside Medical Center,Brookside Medical Center,6601,Rockhill Rd,,Kansas City,MISSOURI,64131,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"6601 Rockhill Rd
Kansas City, MO 64131
(39.00784645000044, -94.57813677499968)"
101972,Ugly Joe's,Ugly Joe's,1227,W 103rd St,,Kansas City,MISSOURI,64114,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"1227 103rd St
Kansas City, MO 64114
(38.941985988000454, -94.60642814199969)"
101971,Taco Bell,Taco Bell,9301,NE Highway 152,,Kansas City,MISSOURI,64157,Closed,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"9301 NE Highway
Kansas City, MO 64157
(39.27803223900048, -94.47222615699968)"
102181,Mr. Le's Sushi,Mr. Le's Sushi,5024,NE Parvin Rd.,,Kansas City,MISSOURI,64117,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"5024 Parvin Rd
Kansas City, MO 64117
(39.167051263000474, -94.52115982199967)"
101956,Community LINC Cafeteria at Bayers,Community LINC Cafeteria at Bayers,8400,Hawthorne Ave.,,Kansas City,MISSOURI,64120,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"8400 Hawthorne Ave
Kansas City, MO 64120
(39.12520698500049, -94.48119073099969)"
101833,Treat America @ Commerce Bank,Treat America @ Commerce Bank,811,Main St,,Kansas City,MISSOURI,64105,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"811 Main St
Kansas City, MO 64105
(39.104402662000496, -94.58295815699967)"
101929,Pho Sai Gon,Pho Sai Gon,1315,Independence Ave.,,Kansas City,MISSOURI,64106,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"1315 Independence Ave
Kansas City, MO 64106
(39.10684270200045, -94.56630125599969)"
101792,Knuckleheads,Knuckleheads,2715,Rochester St.,,Kansas City,MISSOURI,64120,Open,Bar/Tavern 6-9 Employees,Bar/Tavern,,Operational,"2715 Rochester St
Kansas City, MO 64120
(39.12063619200046, -94.54891256399969)"
101974,13th Street Grill and Bar,13th Street Grill and Bar,417,E. 13th Street,R,Kansas City ,MISSOURI,64106,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"417 13th Street
RKansas City, MO 64106
(39.098413260000484, -94.57779121299967)"
101975,Tropical Palms Restaurant,Tropical Palms Restaurant,9331,Hillcrest RD,,Kansas City,MISSOURI,64138,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"9331 Hillcrest RD
Kansas City, MO 64138
(38.95625496100047, -94.5210663639997)"
95124,Gomez Concessions Inc 095124,Gomez Concessions Inc 095124,2313,W Johnston St,,Olathe,KANSAS,66061,Closed,Mobile Unit/Pushcart,,,Operational,"2313 Johnston St
Olathe, MO 66061
(38.893303726000454, -94.83442581499969)"
65181,Gomez Concessions Inc,Gomez Concessions Inc,2313,W Johnston St,,Olathe,KANSAS,66061,Closed,Mobile Unit/Pushcart,,,Operational,"2313 Johnston St
Olathe, MO 66061
(38.893303726000454, -94.83442581499969)"
95123,Gomez Concessions Inc 095123,Gomez Concessions Inc 095123,2313,W Johnston St,,Olathe,KANSAS,66061,Closed,Mobile Unit/Pushcart,,,Operational,"2313 Johnston St
Olathe, MO 66061
(38.893303726000454, -94.83442581499969)"
101916,The Cafe at Briarcliff Village,The Cafe at Briarcliff Village,4125,N Mulberry,,Kansas City,MISSOURI,64116,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"4125 Mulberry
Kansas City, MO 64116
(39.15775379600046, -94.57280868899966)"
101788,Chouteau 66 Market,Chouteau 66 Market,3725,NE Chouteau Trafficway,,Kansas City,MISSOURI,64117,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"3725 Chouteau Trafficway
Kansas City, MO 64117
(39.16966345600048, -94.52730779199965)"
