Facility Permit #,Establishment Name,Facility Name,Facility Street No.,Facility Street Name,Facility Unit No,Facility City,Facility State,Facility Zip,Business Status,Facility Type,Permit Type,Web Site,Operational Status,Location 1
101305,Worlds of Fun The Village,Worlds of Fun The Village,4540 Worlds of Fun Ave,,,Kansas City,MISSOURI,64161,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,http://www.worldsoffun.com,Operational,"4540 Worlds of Fun Ave
Kansas City, MO 64161
(39.17578377800049, -94.49244517799968)"
101321,Abarrotes Durango (market),Abarrotes Durango (market),6200,E Truman,,Kansas City,MISSOURI,64126,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"6200 Truman
Kansas City, MO 64126
(39.093020984000475, -94.4886964749997)"
101292,"Hy-Vee Grocery Store, Convenience","Hy-Vee Grocery Store, Convenience",14170 E Highway 40,,,Kansas City,MISSOURI,64136,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"14170 E Highway
Kansas City, MO 64136
(39.02665194500048, -94.39905626399968)"
101393,In and Out (retail),In and Out (retail),1007,Main St,,Kansas City,MISSOURI,64105,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"1007 Main St
Kansas City, MO 64105
(39.10179948700045, -94.58304525399967)"
101300,Break Time,Break Time,2555 Grand Blvd,,,Kansas City,MISSOURI,64108,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"2555 Grand Blvd
Kansas City, MO 64108
(39.07969011300048, -94.58311513399968)"
101342,Diamond Shamrock,Diamond Shamrock,8245 N. Oak Trafficway,,,Kansas City,MISSOURI,64118,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"8245 Oak Trafficway
Kansas City, MO 64118
(39.214273628000456, -94.57336919499966)"
101391,Aza Grocery and Restaurant,Aza Grocery and Restaurant,4422 St. John Avenue,,,Kansas City,MISSOURI,64123,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"4422 St John Avenue
Kansas City, MO 64123
(39.112847659000465, -94.5292600309997)"
101473,Aldi,Aldi,7520 Wyandotte,,,Kansas City,MISSOURI,64114,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"7520 Wyandotte
Kansas City, MO 64114
(38.991793277000454, -94.59190667999968)"
101456,Midwest Fuels,Midwest Fuels,4501,Cleveland,,Kansas City,MISSOURI,64130,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"4501 Cleveland
Kansas City, MO 64130
(39.04367932500048, -94.5402951749997)"
101517,Hy-Vee Gas #2,Hy-Vee Gas #2,207 NE Englewood Road,,,Kansas City,MISSOURI,64118,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"207 Englewood Road
Kansas City, MO 64118
(39.19578357000046, -94.57900641699968)"
101513,Wal-Mart Super Center #4553 (market),Wal-Mart Super Center #4553 (market),11601 E 40 Hwy / blue ridge,,,Kansas City,MISSOURI,64133,Open,Retail Grocery/Market 60001-80000 sq. ft.,Retail Grocery/Market,,Operational,"11601 40 Hwy blue ridge
Kansas City, MO 64133
(39.01552004100046, -94.45947791099968)"
101541,BP Westport,BP Westport,4004 Broadway,,,Kansas City,MISSOURI,64111,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"4004 Broadway
Kansas City, MO 64111
(39.05469433500048, -94.59093578999966)"
104465,Afrique International Market,Afrique International Market,3703,Main St.,,Kansas City,MISSOURI,64111,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"3703 Main St
Kansas City, MO 64111
(39.06004683200047, -94.58585097499969)"
101593,Family Dollar Store # 2051,Family Dollar Store # 2051,6827 Longview rd.,,,Kansas City,MISSOURI,64134,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"6827 Longview rd
Kansas City, MO 64134
(38.91540937500048, -94.51290606799967)"
101592,Family Dollar Store,Family Dollar Store,6003 Independence Ave,,,Kansas City,MISSOURI,64125,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"6003 Independence Ave
Kansas City, MO 64125
(39.104878091000444, -94.51104827699965)"
101597,Quik Trip #159 (market),Quik Trip #159 (market),10150 NE Cookingham,,,Kansas City,MISSOURI,64157,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"10150 Cookingham
Kansas City, MO 64157
(39.27803223900048, -94.47222615699968)"
101562,Family Dollar Store,Family Dollar Store,3726 Broadway,,,Kansas City,MISSOURI,64111,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"3726 Broadway
Kansas City, MO 64111
(39.060188413000446, -94.59057160399965)"
101561,Family Dollar Store,Family Dollar Store,4601 E Truman Rd,,,Kansas City,MISSOURI,64127,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"4601 Truman Rd
Kansas City, MO 64127
(39.09423347900048, -94.52863466299965)"
101560,Family Dollar Store,Family Dollar Store,5900 Wilson Rd,,,Kansas City,MISSOURI,64123,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"5900 Wilson Rd
Kansas City, MO 64123
(39.105276913000466, -94.51317930299967)"
101563,Family Dollar Store,Family Dollar Store,634,Prospect Ave,,Kansas City,MISSOURI,64124,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"634 Prospect Ave
Kansas City, MO 64124
(39.10510162000048, -94.5511360759997)"
101598,Family Dollar Store,Family Dollar Store,1201 E Meyer Blvd,,,Kansas City,MISSOURI,64131,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"1201 Meyer Blvd
Kansas City, MO 64131
(39.01138284500047, -94.57365170099968)"
101595,CVS/Pharmacy #5693,CVS/Pharmacy #5693,8421 NW Prairie View Rd.,,,Kansas City,MISSOURI,64153,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"8421 Prairie View Rd
Kansas City, MO 64153
(39.24736110200047, -94.66116529899966)"
101619,Linwood Super Foods (Grocery),Linwood Super Foods (Grocery),130 E Linwood,,,Kansas City,MISSOURI,64111,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"130 Linwood
Kansas City, MO 64111
(39.055502782000474, -94.59306944999969)"
101599,Family Dollar Stores Inc.  No. 1514,Family Dollar Stores Inc.  No. 1514,3156,Troost Ave.,,Kansas City,MISSOURI,64109,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"3156 Troost Ave
Kansas City, MO 64109
(39.06884329100046, -94.57145580599968)"
101600,Family Dollar Stores No. 5998,Family Dollar Stores No. 5998,7500 Prospect Ave,Prospect Ave,,Kansas City,MISSOURI,64132,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"7500 Prospect Ave Prospect Ave
Kansas City, MO 64132
(38.99046261900048, -94.55733527499967)"
101657,Family Dollar Store #7141,Family Dollar Store #7141,3910,Indiana Ave,,Kansas City,MISSOURI,64130,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"3910 Indiana Ave
Kansas City, MO 64130
(39.05454273000049, -94.54442639599966)"
101638,QuikTrip # 225,QuikTrip # 225,1251 NW Barry RD,,,Kansas City,MISSOURI,64155,Open,Retail Grocery/Market 40001-60000 sq. ft.,Retail Grocery/Market,,Operational,"1251 Barry RD
Kansas City, MO 64155
(39.24631285100048, -94.5966304319997)"
101722,Crown Center Apothecary,Crown Center Apothecary,2450 Grand Suite 101,,,Kansas City,MISSOURI,64108,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"2450 Grand
Kansas City, MO 64108
(39.08256467600046, -94.58183597099969)"
101763,Tridel Food Mart,Tridel Food Mart,11050 Holmes Rd,,,Kansas City,MISSOURI,64131,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"11050 Holmes Rd
Kansas City, MO 64131
(38.92629367800049, -94.58333543399965)"
101713,B.P. Amoco/Surf N Go Mart,B.P. Amoco/Surf N Go Mart,5002 NE Parvin Rd.,,,Kansas City ,MISSOURI,64117,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"5002 Parvin Rd
Kansas City, MO 64117
(39.167051263000474, -94.52133486199966)"
101753,You Say Tomato (Market),You Say Tomato (Market),2801,Holmes,,Kansas City,MISSOURI,64109,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"2801 Holmes
Kansas City, MO 64109
(39.07531845700049, -94.57630477799967)"
101755,"Family Dollar Stores, Inc","Family Dollar Stores, Inc",3017 Prospect Ave.,,,Kansas City,MISSOURI,64128,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"3017 Prospect Ave
Kansas City, MO 64128
(39.07133688400046, -94.55270687599966)"
101777,Green Acres (market),Green Acres (market),4175,N Mulberry Dr,,Kansas City,MISSOURI,64116,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"4175 Mulberry Dr
Kansas City, MO 64116
(39.17000929000045, -94.59922777599968)"
101782,Aldi Food Store #32,Aldi Food Store #32,8251 N Oxford Ave,,,Kansas City,MISSOURI,64157,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"8251 Oxford Ave
Kansas City, MO 64157
(38.93289380400046, -94.47529608099967)"
101749,Mid 27 Convenience Store,Mid 27 Convenience Store,901 E 27th St,,,Kansas City,MISSOURI,64108,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"901 27th St
Kansas City, MO 64108
(39.077783214000476, -94.57324189499968)"
101822,Save-A-Lot,Save-A-Lot,3410,Troost,,Kansas City,MISSOURI,64109,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"3410 Troost
Kansas City, MO 64109
(39.06450243000046, -94.5716962409997)"
101823,Broadway Shell Market,Broadway Shell Market,3786 Broadway,,,Kansas City,MISSOURI,64111,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"3786 Broadway
Kansas City, MO 64111
(39.05811254000048, -94.59068587999968)"
101900,Cost Plus World Market,Cost Plus World Market,535 Westport Road,,,Kansas City,MISSOURI,64111,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"535 Westport Road
Kansas City, MO 64111
(39.052125350000495, -94.59292915099968)"
101994,Dean's Food Mart,Dean's Food Mart,3901,Troost,,Kansas City ,MISSOURI,64110,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"3901 Troost
Kansas City, MO 64110
(39.05592730400048, -94.5720859119997)"
102003,Phillips 66,Phillips 66,7501,Troost,,Kansas City,MISSOURI,64131,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"7501 Troost
Kansas City, MO 64131
(38.99140896200049, -94.57562492799968)"
102014,Blue Parkway Sunfresh (Market),Blue Parkway Sunfresh (Market),4209,E 50th Terr,,Kansas City,MISSOURI,64130,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"4209 50th Terr
Kansas City, MO 64130
(39.03390792300047, -94.53619486699967)"
102035,CVS Pharmacy #8590,CVS Pharmacy #8590,315,West 75th st ,,Kansas City ,MISSOURI,64114,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"315 75th st
Kansas City, MO 64114
(38.99229371600046, -94.59386364999966)"
102037,CVS Pharmacy,CVS Pharmacy,7003,Banister Rd,,Kansas City,MISSOURI,64134,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"7003 Banister Rd
Kansas City, MO 64134
(38.952312787000494, -94.50724185699966)"
102034,CVS/Pharmacy,CVS/Pharmacy,4531,Troost Ave.,,Kansas City,MISSOURI,64110,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"4531 Troost Ave
Kansas City, MO 64110
(39.044598427000494, -94.57275510299968)"
102022,CVS/Pharmacy,CVS/Pharmacy,5901,Independence Ave.,,Kansas City,MISSOURI,64125,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"5901 Independence Ave
Kansas City, MO 64125
(39.10494291000049, -94.51255156499968)"
102033,CVS Pharmacy # 8578,CVS Pharmacy # 8578,6300,Prospect,,Kansas City,MISSOURI,64132,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"6300 Prospect
Kansas City, MO 64132
(39.012053221000485, -94.5562361429997)"
102122,Mad Jacks on Troost Market,Mad Jacks on Troost Market,6200,Troost,,Kansas City,MISSOURI,64110,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"6200 Troost
Kansas City, MO 64110
(39.01450258000045, -94.57454592999966)"
102112,7-Eleven (market),7-Eleven (market),3201,Independence Ave,,Kansas City,MISSOURI,64124,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"3201 Independence Ave
Kansas City, MO 64124
(39.106032566000465, -94.54360204599965)"
102036,CVS/ Pharmacy #8592,CVS/ Pharmacy #8592,921,Main St,,Kansas City,MISSOURI,64105,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"921 Main St
Kansas City, MO 64105
(39.102501841000446, -94.58303577899966)"
102167,Food Express,Food Express,3700,E. Gregory,,Kansas City,MISSOURI,64132,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"3700 Gregory
Kansas City, MO 64132
(38.986860385000455, -94.55216991399965)"
102179,Robert's Supermarket,Robert's Supermarket,4511,E Truman,,Kansas City,MISSOURI,64127,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"4511 Truman
Kansas City, MO 64127
(39.08962411000044, -94.53924786699969)"
102212,Aldi #31,Aldi #31,721,Paseo Blvd,,Kansas City,MISSOURI,64106,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"721 Paseo Blvd
Kansas City, MO 64106
(39.104894971000476, -94.56341884899967)"
102247,Hung Vuong Market (market),Hung Vuong Market (market),303,Grand Blvd,,Kansas City,MISSOURI,64106,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"303 Grand Blvd
Kansas City, MO 64106
(39.11003113400045, -94.5808481739997)"
102330,Save-A-Lot #445,Save-A-Lot #445,8744,Blue Ridge Blvd,,Kansas City,MISSOURI,64138,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"8744 Blue Ridge Blvd
Kansas City, MO 64138
(38.965184175000445, -94.49971682399968)"
102318,Sprint Center Vendor Commissary (Gomez Concessions),Sprint Center Vendor Commissary (Gomez Concessions),1407,Grand Ave,,Kansas City,MISSOURI,64106,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"1407 Grand Ave
Kansas City, MO 64106
(39.096876831000486, -94.58103528299966)"
102234,Sprint Center Vendor Commissary (212),Sprint Center Vendor Commissary (212),1407,Grand,,Kansas City,MISSOURI,64106,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"1407 Grand
Kansas City, MO 64106
(39.096876831000486, -94.58103528299966)"
102270,Residence Inn by Marriott (market),Residence Inn by Marriott (market),10300,N Ambassador Dr,,Kansas City,MISSOURI,64153,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"10300 Ambassador Dr
Kansas City, MO 64153
(39.28003626500049, -94.67061071399968)"
103686,Family Dollar Store #7842,Family Dollar Store #7842,4401,E 50th Terr,,Kansas City,MISSOURI,64130,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"4401 50th Terr
Kansas City, MO 64130
(39.033719143000496, -94.53385987199965)"
103717,Arahaman Halal Market,Arahaman Halal Market,2200,Lexington Ave,,Kansas City,MISSOURI,64124,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"2200 Lexington Ave
Kansas City, MO 64124
(39.11107815100047, -94.5553087509997)"
103707,Luichi's Mini Mart,Luichi's Mini Mart,6700,Prospect Ave,,Kansas City,MISSOURI,64132,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"6700 Prospect Ave
Kansas City, MO 64132
(39.00508297100049, -94.55658554399969)"
103716,Discount Smokes & Liquor,Discount Smokes & Liquor,4019,Independence Ave,,Kansas City,MISSOURI,64124,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"4019 Independence Ave
Kansas City, MO 64124
(39.10573673800047, -94.53497899699966)"
103827,Fast Stop Grocery,Fast Stop Grocery,131,E 39th Street,,Kansas City,MISSOURI,64111,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"131 39th Street
Kansas City, MO 64111
(39.0564626580005, -94.58413135699965)"
103771,Grand Slam Convenience (market),Grand Slam Convenience (market),631,Grand Blvd,,Kansas City,MISSOURI,64106,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"631 Grand Blvd
Kansas City, MO 64106
(39.105933364000464, -94.58033072299969)"
103804,CVS Pharmacy #8555,CVS Pharmacy #8555,4990,NE Vivion Rd.,,Kansas City ,MISSOURI,64119,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"4990 Vivion Rd
Kansas City, MO 64119
(39.18801858100045, -94.52162058999966)"
103670,Paseo BP,Paseo BP,4632,Paseo Blvd,,Kansas City,MISSOURI,64110,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"4632 Paseo Blvd
Kansas City, MO 64110
(39.04286015800045, -94.56837776099968)"
103673,Bread of Life Food Pantry (NALWC),Bread of Life Food Pantry (NALWC),7700,N Church Rd.,,Kansas City,MISSOURI,64158,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"7700 Church Rd
Kansas City, MO 64158
(39.23349872400047, -94.46414711499966)"
103851,Target Store T-2423 Market,Target Store T-2423 Market,9040,W. Sky View Road,,Kansas ,MISSOURI,64154,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,http://target.com,Operational,"9040 Sky View Road
Kansas, MO 64154
(39.25988378800048, -94.66042611099965)"
103798,Courtyard Kansas City South (market),Courtyard Kansas City South (market),500,E 105th St,,Kansas City,MISSOURI,64131,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"500 105th St
Kansas City, MO 64131
(38.93826805800046, -94.5861187969997)"
103842,Save A Lot,Save A Lot,3821,Truman,451,Kansas City,MISSOURI,64127,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"3821 Truman
City, MO 64127
(39.08962411000044, -94.53924786699969)"
103750,Midwest Fuels LLC,Midwest Fuels LLC,2101,E 39th St.,,Kansas City,MISSOURI,64109,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"2101 39th St
Kansas City, MO 64109
(39.0555933010005, -94.55904200899965)"
103945,Family Dollar Store #5544,Family Dollar Store #5544,10445,Blue Ridge Blvd,,Kansas CIty,MISSOURI,64134,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,http://familydollar.com,Operational,"10445 Blue Ridge Blvd
Kansas CIty, MO 64134
(38.93479537000047, -94.5081858319997)"
103757,QuikTrip #238,QuikTrip #238,5025,NE Antioch Road,,Kansas City,MISSOURI,64118,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"5025 Antioch Road
Kansas City, MO 64118
(39.214273628000456, -94.57336919499966)"
103974,Cosentino's Downtown Market (market),Cosentino's Downtown Market (market),10,E 13th St,,Kansas City,MISSOURI,64106,Open,Retail Grocery/Market 30001-40000 sq. ft.,Retail Grocery/Market,,Operational,"10 13th St
Kansas City, MO 64106
(39.09859738300048, -94.58305054999965)"
103765,Xpress Mart  Market,Xpress Mart  Market,7033,Prospect Ave,,Kansas City,MISSOURI,64132,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"7033 Prospect Ave
Kansas City, MO 64132
(38.99847870400049, -94.55685558899967)"
103755,Dollar Tree # 4045,Dollar tree,6200,NW Barry Road,,Kansas City,MISSOURI,64154,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"6200 Barry Road
Kansas City, MO 64154
(39.2470506410005, -94.65167211599965)"
104054,51st Street Short Stop,51st Street Short Stop,3201,E. 51st St.,,Kansas City,MISSOURI,64130,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"3201 51st St
Kansas City, MO 64130
(39.03348274300049, -94.54764206699969)"
104017,Paseo BP (retail),Paseo BP (retail),1500,Paseo,,Kansas City,MISSOURI,64108,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"1500 Paseo
Kansas City, MO 64108
(39.095011635000446, -94.5645957059997)"
104055,Dollar Tree,Dollar Tree,14201,E. 40 Hwy,,Kansas City,MISSOURI,64136,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"14201 40 Hwy
Kansas City, MO 64136
(39.02665194500048, -94.39905626399968)"
104125,BP Market St. Retail,BP Market St. Retail,1900,Independence Ave,,Kansas City,MISSOURI,64124,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"1900 Independence Ave
Kansas City, MO 64124
(39.106608190000486, -94.55832899499967)"
104040,Circle K # 6331,Circle K # 6331,7900,Wornall,,Kansas City,MISSOURI,64114,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"7900 Wornall
Kansas City, MO 64114
(38.98479166600049, -94.59460627499965)"
104129,Latino Imports & Produce (market),Latino Imports & Produce (market),3825,Independence Ave,,Kansas City,MISSOURI,64124,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"3825 Independence Ave
Kansas City, MO 64124
(39.10579503200046, -94.5369136759997)"
104060,Price Chopper #288 - Market,Price Chopper #288 - Market,9717,N. Ash Ave.,,Kansas City ,MISSOURI,64157,Open,Retail Grocery/Market 60001-80000 sq. ft.,Retail Grocery/Market,,Operational,"9717 Ash Ave
Kansas City, MO 64157
(39.269945503000486, -94.45043531999966)"
104145,Walgreens #12114,Walgreens #12114,9700,N. Cedar Ave.,,Kansas City,MISSOURI,64157,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"9700 Cedar Ave
Kansas City, MO 64157
(39.269310531000485, -94.45387354699966)"
104222,A-One Foods Inc. (market),A-One Foods Inc. (market),7711,N Oak Tfwy,Suite H,Kansas City,MISSOURI,64118,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"7711 Oak
Tfwy Suite HKansas City, MO 64118
(39.214273628000456, -94.57336919499966)"
104223,KCI The Paradies Shop/KC Marketplace (KCI Terminal B),KCI The Paradies Shop/KC Marketplace (KCI Terminal B),KCI Airport,"Terminal B, Gate 36",,Kansas City,MISSOURI,64153,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,
104226,Calia's Sunfresh,Calia's Sunfresh,7613,NW Prairie View Rd,,Kansas City,MISSOURI,64151,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"7613 Prairie View Rd
Kansas City, MO 64151
(39.23349872400047, -94.65858689599969)"
104471,Briarcliff Hilltop Kiosk,Briarcliff Hilltop Kiosk,1251,Briarcliff Pkwy,,Kansas City,MISSOURI,64116,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"1251 Briarcliff Pkwy
Kansas City, MO 64116
(39.168144190000476, -94.59624092199965)"
104241,Abarrotes Mi Familia,Abarrotes Mi Familia,2904,Independence Ave,,Kansas City,MISSOURI,64124,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"2904 Independence Ave
Kansas City, MO 64124
(39.10619838400049, -94.54634987599968)"
104242,Express Stop #3 - Market,Express Stop #3 - Market,6201,St. John,,Kansas City,MISSOURI,64123,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"6201 St
John Kansas City, MO 64123
(39.11344343000047, -94.52553937499965)"
104507,QuikTrip #227 Retail,QuikTrip #227 Retail,3101,SW Boulevard,,Kansas City,MISSOURI,64108,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"3101 SW Boulevard
Kansas City, MO 64108
(39.0724908360005, -94.60725851999968)"
104586,Aladdin Hotel (retail),Holiday Inn Aladdin Hotel,1215,Wyandotte St,,Kansas City,MISSOURI,64105,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"1215 Wyandotte St
Kansas City, MO 64105
(39.09948752000048, -94.5855751529997)"
104479,"Family Dollar Stores of MO., Inc. #4905","Family Dollar Stores of MO., Inc. #4905",4501,N. Brighton Ave,,Kansas City,MISSOURI,64117,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"4501 Brighton Ave
Kansas City, MO 64117
(39.17593049700048, -94.52133514599967)"
104480,Fairfield Inn & Suites by Marriott (market),Fairfield Inn & Suites by Marriott (market),8101,N. Church Rd.,,Kansas City,MISSOURI,64158,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"8101 Church Rd
Kansas City, MO 64158
(39.239449197000454, -94.46029659999965)"
104746,Ur Local Butcher,Ur Local Butcher,1652,N. Corrington Ave.,,Kansas City,MISSOURI,64120,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"1652 Corrington Ave
Kansas City, MO 64120
(39.13385902800047, -94.49619996599966)"
104761,Abarrotes Lore,Abarrotes Lore,1205,Hardesty Avenue,,Kansas City,MISSOURI,64127,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"1205 Hardesty Avenue
Kansas City, MO 64127
(39.09762855500048, -94.5191183989997)"
104248,Metro Thriftway,Metro Thriftway,1616,E 63rd St,,Kansas City,MISSOURI,64110,Open,Retail Grocery/Market 30001-40000 sq. ft.,Retail Grocery/Market,,Operational,"1616 63rd St
Kansas City, MO 64110
(39.01301744500046, -94.56784006299966)"
104762,Indiana Market,Indiana Market,3646,Indiana Avenue,,Kansas City,MISSOURI,64128,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"3646 Indiana Avenue
Kansas City, MO 64128
(39.05891201600048, -94.54420609499965)"
104751,Little Burma Grocery,Little Burma Grocery,2532,Independence Ave,B,Kansas City,MISSOURI,64124,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"2532 Independence Ave
BKansas City, MO 64124
(39.10635093200045, -94.55109288999967)"
104811,Candlewood Suites Northeast,Candlewood Suites Northeast,4450,N Randolph ,,Kansas City,MISSOURI,64117,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"4450 Randolph
Kansas City, MO 64117
(39.16966345600048, -94.52730779199965)"
